name, gs_email, as_pc_chair, as_pc, as_session_chair, as_panelist, as_keynote_speaker, as_author, pc_chairs, pcs, session_chairs, panels, keynotes, papers, gender, country, sector, npubs, hindex, hindex5y, i10index, i10index5y, citedby
"Ali, Karim", @ualberta.ca, 0, 0, 0, 0, 0, 1, , , , , , OOPSLA_17_027, , CA, EDU, 30, 5, 5, 4, 4, 156
"Ali-Eldin, Ahmed", @cs.umu.se, 0, 0, 0, 0, 0, 1, , , , , , ICPE_17_007, , SE, EDU, 24, 9, 9, 7, 7, 673
"Alian, Mohammad", @illinois.edu, 0, 0, 0, 0, 0, 2, , , , , , "ISPASS_17_002, HPCA_17_003", , US, EDU, 2, 0, 0, 0, 0, 0
"Alim, Adil", @albany.edu, 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_058, , US, EDU, 3, 0, 0, 0, 0, 0
"Alimohammadifar, Amir", , 0, 0, 0, 0, 0, 1, , , , , , NDSS_17_045, , , , , , , , , 
"Alipour, Mehdi", @it.uu.se, 0, 0, 0, 0, 0, 1, , , , , , ISCA_17_015, , SE, EDU, 12, 4, 4, 2, 2, 37
"Alipourfard, Omid", @yale.edu, 0, 0, 0, 0, 0, 1, , , , , , NSDI_17_028, , US, EDU, 7, 3, 3, 2, 2, 91
"Alistarh, Dan", @csail.mit.edu, 0, 0, 0, 0, 0, 3, , , , , , "EuroSys_17_035, PODC_17_025, CoNEXT_17_028", , US, EDU, 60, 13, 11, 16, 11, 410
"Alizadeh, Mohammad", @csail.mit.edu, 0, 1, 0, 0, 1, 4, , SIGCOMM, , , CoNEXT, "NSDI_17_024, SIGCOMM_17_016, SIGCOMM_17_027, SIGCOMM_17_033", M, US, EDU, , , , , , 
"Allalen, Momme", , 0, 0, 0, 0, 0, 1, , , , , , ISC_17_013, M, , , , , , , , 
"Allan, James", @cs.umass.edu, 0, 1, 0, 0, 0, 1, , SIGIR, , , , SIGIR_17_041, M, US, EDU, 325, 63, 40, 152, 96, 16525
"Allcock, William", , 0, 0, 0, 0, 0, 1, , , , , , Cluster_17_055, , , , , , , , , 
"Allen, Gabrielle Dawn", @illinois.edu, 0, 2, 0, 0, 0, 0, , "ICPP, Cluster", , , , , F, US, EDU, 213, 28, 13, 53, 19, 3451
"Allen, Tyler", , 0, 0, 0, 0, 0, 1, , , , , , Cluster_17_057, , , , , , , , , 
"Allen-Bond, Michael R.", , 0, 0, 0, 0, 0, 1, , , , , , ASPLOS_17_048, , , , , , , , , 
"Allman, Mark", @icir.org, 0, 1, 0, 0, 0, 1, , IMC, , , , IMC_17_005, M, US, EDU, 187, 45, 28, 89, 65, 13847
"Allodi, Luca", @tue.nl, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_093, , NL, EDU, 31, 6, 6, 6, 6, 178
"Almakhdhub, Naif Saleh", , 0, 0, 0, 0, 0, 1, , , , , , SP_17_035, M, , , , , , , , 
"Almasi, Gheorghe", , 0, 2, 0, 0, 0, 0, , "SC, EuroPar", , , , , M, , , , , , , , 
"Almeida, Francisco", @ull.edu.es, 0, 1, 0, 0, 0, 0, , EuroPar, , , , , M, ES, EDU, 143, 17, 10, 33, 13, 1096
"Almeida, José Bacelar", @di.uminho.pt, 0, 0, 0, 0, 0, 2, , , , , , "CCS_17_112, CCS_17_123", M, PT, EDU, 61, 15, 11, 19, 11, 514
"Almeida, Jussara", @dcc.ufmg.br, 0, 1, 0, 0, 0, 1, , MASCOTS, , , , MASCOTS_17_004, F, BR, EDU, 341, 39, 32, 100, 78, 7680
"Almgren, Ann", @lbl.gov, 0, 0, 0, 0, 0, 2, , , , , , "ICPP_17_018, EuroPar_17_010", F, US, GOV, 147, 29, 27, 63, 44, 4465
"Almgren, Magnus", @chalmers.se, 0, 0, 0, 0, 0, 1, , , , , , ICPP_17_048, M, SE, EDU, 58, 13, 11, 14, 12, 629
"Almudever, Carmen G.", @tudelft.nl, 0, 0, 0, 0, 0, 1, , , , , , MICRO_17_061, , NL, EDU, 30, 5, 4, 1, 1, 69
"Alonso, Gustavo", @inf.ethz.ch, 1, 0, 0, 0, 0, 3, EuroSys, , , , , "SIGMOD_17_028, SIGMOD_17_036, SIGMOD_17_041", M, CH, EDU, 446, 66, 39, 185, 112, 17909
"Alonso, Omar", @microsoft.com, 0, 1, 0, 0, 0, 0, , SIGIR, , , , , M, , COM, 161, 22, 20, 37, 30, 2327
"Alrwais, Sumayah", , 0, 0, 0, 0, 0, 1, , , , , , SP_17_054, , , , 13, 7, 7, 6, 5, 182
"Alshboul, Mohammad", @ncsu.edu, 0, 0, 0, 0, 0, 1, , , , , , PACT_17_022, , US, EDU, 2, 1, 1, 0, 0, 5
"Alshenibr, Leen", , 0, 0, 0, 0, 0, 1, , , , , , NDSS_17_003, , , , , , , , , 
"Alsop, Johnathan", @illinois.edu, 0, 0, 0, 0, 0, 2, , , , , , "ISCA_17_013, IISWC_17_030", , US, EDU, 8, 3, 3, 2, 2, 39
"Alsudais, Azzam", @colorado.edu, 0, 0, 0, 0, 0, 1, , , , , , NSDI_17_007, , US, EDU, 1, 0, 0, 0, 0, 0
"Alt, Samantha", , 0, 0, 0, 0, 0, 1, , , , , , HiPC_17_007, F, , , , , , , , 
"Altaf, Muhammad Shoaib Bin", @cs.wisc.edu, 0, 0, 0, 0, 0, 1, , , , , , ISCA_17_029, M, US, EDU, 7, 2, 2, 1, 1, 1916
"Altayeva, Aigerim", , 0, 0, 0, 0, 0, 1, , , , , , HPCC_17_008, , , , , , , , , 
"Althoff, Tim", @cs.stanford.edu, 0, 1, 0, 0, 0, 0, , KDD, , , , , M, US, EDU, 23, 8, 8, 7, 7, 292
"Altingovde, Ismail Sengor", @ceng.metu.edu.tr, 0, 1, 0, 0, 0, 0, , SIGIR, , , , , M, TR, EDU, 82, 16, 16, 29, 22, 793
"Altintas, Ilkay", @sdsc.edu, 1, 2, 0, 1, 0, 0, ICPP, "SC, ISC", , CLOUD, , , F, US, EDU, 135, 25, 19, 52, 35, 5480
"Altisen, Karine", @imag.fr, 0, 0, 0, 0, 0, 1, , , , , , IPDPS_17_019, , FR, EDU, 66, 13, 9, 15, 7, 863
"Altmann, Jorn", @acm.org, 0, 1, 0, 0, 0, 0, , CLOUD, , , , , M, , , 178, 23, 17, 55, 30, 2059
"Altıntaş, Ervin", , 0, 0, 0, 0, 0, 1, , , , , , IPDPS_17_077, M, , , , , , , , 
"Alur, Rajeev", @cis.upenn.edu, 0, 0, 0, 0, 0, 2, , , , , , "SIGCOMM_17_028, PLDI_17_041", , US, EDU, 359, 77, 47, 192, 142, 36696
"Aluru, Srinivas", @cc.gatech.edu, 1, 3, 1, 0, 0, 2, ICDM, "IPDPS, SC, PACT", PACT, , , "IPDPS_17_002, HiPC_17_013", M, US, EDU, 290, 36, 24, 83, 52, 7272
"Alvares, Alberto Jose", , 0, 0, 0, 0, 0, 1, , , , , , ICPP_17_056, M, , , , , , , , 
"Alvarez, Gonzalo P. Rodrigo", @cs.umu.se, 0, 0, 0, 0, 0, 1, , , , , , HPDC_17_001, M, SE, EDU, 10, 2, 2, 1, 1, 20
"Alvaro, Peter", @ucsc.edu, 0, 2, 1, 0, 0, 3, , "SIGMOD, SOCC", SOCC, , , "HotCloud_17_013, EuroSys_17_029, HotStorage_17_008", M, US, EDU, 29, 13, 12, 15, 13, 1626
"Alviano, Mario", @mat.unical.it, 0, 0, 0, 0, 0, 1, , , , , , PODS_17_007, M, IT, EDU, 57, 14, 13, 18, 17, 621
"Alvisi, Lorenzo", @cs.cornell.edu, 1, 2, 1, 0, 0, 4, SOSP, "PODC, SOSP", PODC, , , "NSDI_17_027, SIGCOMM_17_013, SIGMOD_17_070, PODC_17_008", M, US, EDU, 174, 42, 24, 76, 50, 9423
"Alwen, Joel", , 0, 0, 0, 0, 0, 1, , , , , , CCS_17_062, , , , , , , , , 
"Amann, Johanna", , 0, 1, 1, 0, 0, 2, , NDSS, NDSS, , , "IMC_17_019, CoNEXT_17_022", F, , , , , , , , 
"Amano, Hideharu", @am.ics.keio.ac.jp, 0, 0, 0, 0, 0, 3, , , , , , "ICPP_17_033, Cluster_17_018, HPCA_17_035", M, JP, EDU, 758, 31, 21, 119, 44, 4267
"Amaral, José Nelson", @ualberta.ca, 0, 0, 0, 0, 0, 1, , , , , , EuroPar_17_004, M, CA, EDU, 190, 19, 13, 44, 15, 1559
"Amaral, Marcelo Carneiro Do", @ac.upc.edu, 0, 0, 0, 0, 0, 1, , , , , , SC_17_015, , ES, EDU, 12, 5, 5, 2, 2, 60
"Amaral, Vasco", @fct.unl.pt, 0, 0, 0, 0, 0, 1, , , , , , SLE_17_013, , PT, EDU, 164, 20, 16, 35, 24, 1442
"Amarasinghe, Saman", @mit.edu, 0, 0, 0, 0, 0, 2, , , , , , "OOPSLA_17_054, CIDR_17_027", M, US, EDU, 263, 58, 36, 114, 83, 15798
"Amarilli, Antoine", @a3nm.net, 0, 0, 0, 0, 0, 1, , , , , , PODS_17_029, , FR, EDU, 74, 9, 8, 7, 6, 226
"Amarís, Marcos", @ime.usp.br, 0, 0, 0, 0, 0, 1, , , , , , EuroPar_17_049, M, BR, EDU, 13, 2, 2, 0, 0, 8
"Amato, Nancy", @tamu.edu, 0, 2, 0, 0, 0, 0, , "IPDPS, PPoPP", , , , , F, US, EDU, 400, 47, 32, 140, 92, 8081
"Ambrona, Miguel", , 0, 0, 0, 0, 0, 1, , , , , , CCS_17_041, , , , , , , , , 
"Amer, Abdelhalim", @anl.gov, 0, 2, 0, 0, 0, 2, , "IPDPS, ISC", , , , "SC_17_057, CCGrid_17_030", M, US, GOV, 16, 5, 5, 2, 2, 63
"Amer, Halim", @aurak.ac.ae, 0, 0, 0, 0, 0, 1, , , , , , PPoPP_17_008, , AE, EDU, 9, 6, 4, 3, 1, 110
"Ames, Scott", , 0, 0, 0, 0, 0, 1, , , , , , CCS_17_129, M, , , , , , , , 
"Amigó, Enrique", @lsi.uned.es, 0, 1, 0, 0, 0, 0, , SIGIR, , , , , M, ES, EDU, 64, 17, 14, 22, 18, 1546
"Amin, Tanvir Al", @google.com, 0, 0, 0, 0, 0, 1, , , , , , ICAC_17_014, , , COM, 35, 9, 9, 9, 9, 267
"Amini, Massih-Reza", @imag.fr, 0, 1, 0, 0, 0, 0, , SIGIR, , , , , M, FR, EDU, 157, 21, 13, 35, 21, 1290
"Amiri, Ardalan", @uci.edu, 0, 0, 0, 0, 0, 1, , , , , , ASPLOS_17_027, , US, EDU, 37, 7, 5, 5, 5, 169
"Amit, Nadav", @vmware.com, 0, 3, 1, 0, 0, 3, , "VEE, ATC, SYSTOR", ATC, , , "ASPLOS_17_031, ATC_17_003, HotOS_17_017", M, , COM, 13, 6, 6, 5, 5, 302
"Ammar, Mostafa", @cc.gatech.edu, 0, 1, 0, 0, 0, 0, , MASCOTS, , , , , M, US, EDU, 334, 72, 33, 196, 102, 18241
"Amorim, Luís Eduardo De Souza", , 0, 0, 0, 0, 0, 1, , , , , , SLE_17_006, M, , , , , , , , 
"Amrizal, Muhammad Alfian", , 0, 0, 0, 0, 0, 1, , , , , , HiPC_17_014, , , , , , , , , 
"Amsterdamer, Yael", @biu.ac.il, 0, 1, 0, 0, 0, 0, , SIGMOD, , , , , F, IL, EDU, 24, 10, 10, 10, 10, 399
"Amza, Cristiana", @ece.utoronto.ca, 0, 1, 0, 0, 0, 1, , Middleware, , , , VEE_17_008, F, CA, EDU, 88, 24, 17, 35, 24, 3499
"An, Aijun", @cse.yorku.ca, 0, 1, 0, 0, 0, 0, , ICDM, , , , , F, CA, EDU, 201, 31, 22, 69, 46, 13128
"An, Yujie", MISSING, 0, 0, 0, 0, 0, 1, , , , , , IPDPS_17_092, , , , 8, 2, 2, 0, 0, 11
"An, Zhenlin", @comp.polyu.edu.hk, 0, 0, 0, 0, 0, 1, , , , , , MobiCom_17_023, , HK, EDU, 1, 0, 0, 0, 0, -1
"An, Zhongqi", , 0, 0, 0, 0, 0, 1, , , , , , Cluster_17_061, , , , , , , , , 
"Anagnostopoulos, Aris", @dis.uniroma1.it, 0, 1, 0, 0, 0, 0, , KDD, , , , , M, IT, EDU, 56, 19, 18, 25, 21, 2173
"Anand, Saswat", @cs.stanford.edu, 0, 0, 0, 0, 0, 1, , , , , , NDSS_17_020, M, US, EDU, 27, 12, 11, 13, 13, 1221
"Ananthanarayanan, Ganesh", @microsoft.com, 0, 2, 0, 0, 0, 1, , "HotCloud, CoNEXT", , , , NSDI_17_022, M, , COM, 47, 20, 17, 23, 23, 2046
"Anciaux, Nicolas", , 0, 1, 0, 0, 0, 0, , SIGMOD, , , , , M, , , , , , , , 
"Ancona, Davide", @unige.it, 0, 0, 1, 0, 0, 1, , , OOPSLA, , , OOPSLA_17_040, M, IT, EDU, 160, 22, 14, 53, 23, 1952
"Andelfinger, Philipp", @kit.edu, 0, 0, 0, 0, 0, 1, , , , , , MASCOTS_17_001, M, US, EDU, 13, 5, 5, 4, 4, 84
"Andersen, David G.", @cs.cmu.edu, 0, 1, 0, 0, 0, 2, , ASPLOS, , , , "SIGMOD_17_054, SOCC_17_013", M, US, EDU, 167, 49, 39, 84, 75, 11666
"Anderson, Daniel", , 0, 0, 0, 0, 0, 1, , , , , , IMC_17_017, , , , , , , , , 
"Anderson, Michael R.", @dtu.dk, 0, 0, 0, 0, 0, 1, , , , , , SIGMOD_17_073, , DK, EDU, 11, 4, 4, 1, 1, 171
"Anderson, Thomas", @cs.washington.edu, 0, 1, 0, 0, 0, 4, , NSDI, , , , "NSDI_17_005, NSDI_17_032, SIGCOMM_17_036, SOSP_17_028", M, US, EDU, 347, 87, 50, 149, 113, 40307
"Anderton, William C.", , 0, 0, 0, 0, 0, 1, , , , , , SPAA_17_028, , , , , , , , , 
"Ando, Shin", @rs.tus.ac.jp, 0, 1, 0, 0, 0, 0, , ICDM, , , , , M, JP, EDU, 54, 13, 7, 19, 5, 628
"Andonov, Rumen", @irisa.fr, 0, 0, 0, 0, 0, 1, , , , , , PPoPP_17_015, M, FR, EDU, 112, 17, 10, 29, 10, 937
"Andriesse, Dennis", @few.vu.nl, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_104, , NL, EDU, 15, 7, 7, 6, 6, 314
"Andriotis, Panagiotis", @uwe.ac.uk, 0, 0, 0, 0, 0, 1, , , , , , NDSS_17_021, , UK, EDU, 26, 4, 4, 4, 4, 124
"Andritsos, Periklis", @utoronto.ca, 0, 0, 0, 0, 0, 1, , , , , , HPCC_17_035, , CA, EDU, 67, 15, 10, 18, 13, 1318
"Andronidis, Anastasios", @imperial.ac.uk, 0, 0, 0, 0, 0, 1, , , , , , ATC_17_032, , UK, EDU, 13, 1, 1, 0, 0, 7
"Andrus, Jeremy", @cs.columbia.edu, 0, 0, 0, 0, 0, 1, , , , , , Middleware_17_007, M, US, EDU, 25, 8, 8, 7, 7, 461
"Andrzejak, Artur", @informatik.uni-heidelberg.de, 0, 1, 0, 0, 0, 1, , ICAC, , , , ICPE_17_028, M, DE, EDU, 129, 23, 16, 46, 22, 2308
"Ang, Lynn", , 0, 0, 0, 0, 0, 1, , , , , , KDD_17_053, , , , , , , , , 
"Ang, Petchean", , 0, 0, 0, 0, 0, 1, , , , , , SOSP_17_006, , , , , , , , , 
"Angelino, Elaine", @eecs.berkeley.edu, 0, 0, 0, 0, 0, 1, , , , , , KDD_17_007, , US, EDU, 23, 13, 12, 13, 12, 1679
"Anghel, Andreea", @zurich.ibm.com, 0, 0, 0, 0, 0, 1, , , , , , CCGrid_17_066, F, CH, COM, 20, 5, 5, 1, 1, 61
"Angulo, Gustavo", , 0, 0, 0, 0, 0, 1, , , , , , CIDR_17_014, M, , , , , , , , 
"Anirudh, Rushil", @llnl.gov, 0, 0, 0, 0, 0, 1, , , , , , SC_17_028, , US, GOV, 22, 4, 4, 2, 2, 74
"Annavaram, Murali", @usc.edu, 0, 2, 1, 0, 0, 6, , "IPDPS, SIGMETRICS", IPDPS, , , "IPDPS_17_009, IPDPS_17_069, ISCA_17_024, MICRO_17_016, HPCA_17_045, HPCA_17_046", M, US, EDU, 142, 25, 22, 53, 41, 3516
"Ansari, Amin", @qti.qualcomm.com, 0, 0, 0, 0, 0, 1, , , , , , PACT_17_018, , , COM, 44, 16, 13, 18, 17, 814
"Anta, Antonio Fernandez", @imdea.org, 0, 1, 0, 0, 0, 0, , PODC, , , , , M, ES, EDU, 294, 28, 18, 65, 41, 3396
"Antao, Samuel", @sips.inesc-id.pt, 0, 0, 0, 0, 0, 1, , , , , , HiPC_17_021, , PT, EDU, 49, 12, 12, 13, 12, 401
"Antichi, Gianni", @cl.cam.ac.uk, 0, 0, 0, 0, 0, 1, , , , , , SIGCOMM_17_029, , UK, EDU, 59, 11, 10, 14, 12, 457
"Antonakakis, Manos", @gatech.edu, 0, 1, 0, 0, 0, 3, , NDSS, , , , "CCS_17_036, CCS_17_070, SP_17_002", M, US, EDU, 64, 14, 14, 20, 18, 1244
"Antoniadis, Antonios", , 0, 1, 0, 0, 0, 0, , ICPP, , , , , M, , , , , , , , 
"Antonie, Luiza", @uoguelph.ca, 0, 1, 0, 0, 0, 0, , ICDM, , , , , F, CA, EDU, 30, 12, 10, 12, 11, 1512
"Antoniu, Gabriel", @inria.fr, 1, 2, 2, 0, 0, 1, Cluster, "SC, HPDC", "Cluster, Cluster", , , EuroPar_17_042, M, FR, EDU, 207, 24, 17, 52, 32, 2054
"Antonopoulos, Timos", , 0, 0, 0, 0, 0, 1, , , , , , PLDI_17_001, M, , , , , , , , 
"Antova, Lyublena", @datometry.com, 0, 1, 0, 0, 0, 0, , SIGMOD, , , , , F, , COM, 28, 11, 10, 11, 10, 1069
"Antypas, Katerina", , 0, 1, 0, 0, 0, 0, , Cluster, , , , , F, , , , , , , , 
"Antypas, Katie", , 0, 0, 0, 1, 0, 0, , , , SC, , , F, , , , , , , , 
"Anzt, Hartwig", @icl.utk.edu, 0, 0, 0, 0, 0, 1, , , , , , ICPP_17_010, M, US, EDU, 62, 14, 13, 18, 17, 424
"Ao, Yulong", , 0, 0, 0, 0, 0, 2, , , , , , "IPDPS_17_053, ICPP_17_043", M, , , , , , , , 
"Aoki, Takayuki", , 0, 0, 0, 0, 0, 1, , , , , , Cluster_17_054, , , , , , , , , 
"Apon, Amy", @clemson.edu, 0, 2, 0, 0, 0, 0, , "SC, ICPE", , , , , F, US, EDU, 143, 13, 10, 25, 10, 819
"Apostolaki, Maria", , 0, 0, 0, 0, 0, 1, , , , , , SP_17_017, , , , , , , , , 
"Appel, Andrew W.", @princeton.edu, 0, 0, 0, 0, 0, 2, , , , , , "OOPSLA_17_004, CCS_17_124", M, US, EDU, 174, 50, 28, 109, 59, 13122
"Appice, Annalisa", @di.uniba.it, 0, 1, 0, 0, 0, 0, , ICDM, , , , , F, IT, EDU, 169, 19, 15, 37, 25, 2121
"Appini, Mahathi Priya", , 0, 0, 0, 0, 0, 1, , , , , , SP_17_046, , , , , , , , , 
"Appuswamy, Raja", @epfl.ch, 0, 0, 0, 0, 0, 1, , , , , , CIDR_17_008, M, CH, EDU, 29, 8, 6, 5, 3, 238
"Apra, Edoardo", @pnnl.gov, 0, 1, 0, 0, 0, 0, , IPDPS, , , , , M, US, GOV, 124, 38, 26, 78, 47, 9789
"Apte, Varsha", @cse.iitb.ac.in, 0, 0, 0, 0, 0, 1, , , , , , ICPE_17_010, F, IN, EDU, 54, 15, 9, 22, 8, 733
"Aqil, Azeem", @cs.ucr.edu, 0, 0, 0, 0, 0, 1, , , , , , CoNEXT_17_026, , US, EDU, 8, 2, 2, 1, 1, 22
"Arab, Bahareh Sadat", @hawk.iit.edu, 0, 0, 0, 0, 0, 1, , , , , , CIDR_17_007, F, US, EDU, 8, 3, 3, 1, 1, 35
"Arabnejad, Hamid", @fe.up.pt, 0, 0, 0, 0, 0, 1, , , , , , CCGrid_17_001, , PT, EDU, 15, 6, 6, 4, 4, 210
"Aracil, Javier", @etsi.us.es, 0, 0, 0, 0, 0, 1, , , , , , HPCC_17_045, , ES, EDU, 231, 29, 15, 77, 30, 3318
"Arafa, Pansy", @uwaterloo.ca, 0, 0, 0, 0, 0, 1, , , , , , MASCOTS_17_012, F, CA, EDU, 6, 3, 3, 1, 1, 25
"Araki, Toshinori", , 0, 0, 0, 0, 0, 1, , , , , , SP_17_034, , , , , , , , , 
"Arampatzis, Avi", @ee.duth.gr, 0, 1, 0, 0, 0, 0, , SIGIR, , , , , M, GR, EDU, 72, 17, 12, 28, 17, 1245
"Arapakis, Ioannis", @telefonica.com, 0, 1, 0, 0, 0, 0, , SIGIR, , , , , M, , COM, 29, 11, 11, 11, 11, 590
"Arasu, Arvind", , 0, 1, 1, 0, 0, 1, , SIGMOD, SIGMOD, , , SIGMOD_17_069, M, , , , , , , , 
"Araujo, Guido", @ic.unicamp.br, 0, 0, 0, 0, 0, 2, , , , , , "ICPP_17_036, EuroPar_17_004", M, BR, EDU, 179, 20, 10, 49, 13, 1914
"Araujo, Miguel Ramos De", @feedzai.com, 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_015, M, , COM, 15, 6, 6, 5, 5, 141
"Arbenz, Peter", @inf.ethz.ch, 0, 1, 0, 0, 0, 0, , EuroPar, , , , , M, CH, EDU, 64, 4, 4, 0, 0, 41
"Arcaute, Esteban", @walmartlabs.com, 0, 0, 0, 0, 0, 1, , , , , , SIGMOD_17_042, , , COM, 14, 7, 7, 6, 5, 153
"Archer, Charles", , 0, 0, 0, 0, 0, 2, , , , , , "IPDPS_17_099, SC_17_057", , , , , , , , , 
"Ardagna, Danilo", @polimi.it, 0, 1, 0, 0, 0, 0, , CLOUD, , , , , M, IT, EDU, 191, 26, 24, 61, 47, 3680
"Ardalani, Newsha", @cs.wisc.edu, 0, 0, 0, 0, 0, 1, , , , , , ISCA_17_032, F, US, EDU, 3, 1, 1, 1, 1, 13
"Ardanaz, Federico", , 0, 0, 0, 0, 0, 1, , , , , , ISC_17_021, M, , , , , , , , 
"Ardekani, Masoud Saeida", @masoud.io, 0, 1, 0, 0, 0, 2, , Middleware, , , , "Middleware_17_014, SOCC_17_035", M, US, COM, 16, 7, 7, 6, 6, 160
"Arden, Owen", @ucsc.edu, 0, 0, 0, 0, 0, 2, , , , , , "CCS_17_116, CCS_17_117", M, US, EDU, 16, 6, 6, 5, 5, 167
"Aref, Walid", @cs.purdue.edu, 0, 1, 1, 0, 0, 0, , SIGMOD, SIGMOD, , , , M, US, EDU, 293, 54, 32, 133, 80, 11032
"Arguello, Jaime", @email.unc.edu, 0, 1, 0, 0, 0, 0, , SIGIR, , , , , M, US, EDU, 57, 18, 17, 27, 23, 1759
"Argyraki, Katerina", @epfl.ch, 0, 0, 0, 0, 0, 2, , , , , , "NSDI_17_040, SIGCOMM_17_004", , CH, EDU, 51, 19, 17, 30, 26, 1738
"Argyros, George", , 0, 0, 0, 0, 0, 1, , , , , , SP_17_015, , , , , , , , , 
"Ariola, Zena M.", @cs.uoregon.edu, 0, 0, 0, 0, 0, 1, , , , , , PLDI_17_011, F, US, EDU, 69, 21, 10, 29, 11, 1565
"Arjomand, Mohammad", @gatech.edu, 0, 0, 0, 0, 0, 3, , , , , , "ASPLOS_17_026, SIGMETRICS_17_014, IISWC_17_023", , US, EDU, 42, 9, 8, 8, 7, 337
"Arlitt, Martin", @microfocus.com, 0, 2, 0, 0, 0, 1, , "ICPE, MASCOTS", , , , ICPE_17_012, M, , COM, 133, 40, 28, 77, 59, 9766
"Armbrust, Michael", @cs.berkeley.edu, 0, 0, 0, 0, 0, 1, , , , , , SOSP_17_023, , US, EDU, 33, 14, 12, 14, 13, 15474
"Arnau, Jose Maria", @ac.upc.edu, 0, 0, 0, 0, 0, 2, , , , , , "PACT_17_004, MICRO_17_004", , ES, EDU, 13, 4, 4, 4, 4, 87
"Arnautov, Sergei", , 0, 0, 0, 0, 0, 2, , , , , , "IPDPS_17_089, EuroSys_17_016", M, , , , , , , , 
"Arndt, Oliver Jakob", , 0, 0, 0, 0, 0, 1, , , , , , HCW_17_001, , , , , , , , , 
"Arnold, Dorian", @cs.unm.edu, 1, 1, 0, 1, 0, 1, ICPP, ISPASS, , SC, , IPDPS_17_047, M, US, EDU, 86, 19, 14, 29, 18, 1473
"Aroca, Jordi Arjona", @it.uc3m.es, 0, 0, 0, 0, 0, 3, , , , , , "Middleware_17_008, CCGrid_17_017, SOCC_17_034", M, ES, EDU, 18, 6, 6, 4, 4, 170
"Arora, Aashray", @cs.stonybrook.edu, 0, 0, 0, 0, 0, 1, , , , , , ATC_17_028, M, US, EDU, 2, 0, 0, 0, 0, 0
"Arora, Akhil", @xerox.com, 0, 0, 0, 0, 0, 1, , , , , , SIGMOD_17_006, , , COM, 8, 3, 3, 2, 2, 45
"Arora, Sudhansku", , 0, 0, 0, 0, 0, 1, , , , , , CIDR_17_006, M, , , , , , , , 
"Arora, Vaibhav", @cs.ucsb.edu, 0, 0, 0, 0, 0, 1, , , , , , HotCloud_17_014, , US, EDU, 8, 4, 4, 4, 4, 66
"Arora, Varun", MISSING, 0, 0, 0, 0, 0, 1, , , , , , NSDI_17_004, , , , 108, 9, 6, 8, 3, 342
"Arpaci-Dusseau, Andrea", @cs.wisc.edu, 0, 2, 0, 0, 0, 5, , "NSDI, EuroSys", , , , "EuroSys_17_011, VEE_17_009, HPDC_17_003, FAST_17_011, FAST_17_013", F, US, EDU, 192, 50, 29, 90, 62, 8787
"Arpaci-Dusseau, Remzi", @cs.wisc.edu, 0, 2, 0, 0, 0, 5, , "FAST, SOSP", , , , "EuroSys_17_011, VEE_17_009, HPDC_17_003, FAST_17_011, FAST_17_013", M, US, EDU, 198, 49, 29, 93, 63, 8999
"Arroyo-Paredes, Yulissa", , 0, 0, 0, 0, 0, 1, , , , , , OOPSLA_17_014, , , , , , , , , 
"Arshad, Sajjad", @ccs.neu.edu, 0, 0, 0, 0, 0, 1, , , , , , NDSS_17_010, , US, EDU, 14, 4, 4, 2, 2, 64
"Arshad, Sheheryar", , 0, 0, 0, 0, 0, 1, , , , , , IGSC_17_018, , , , , , , , , 
"Arslan, Engin", @illinois.edu, 0, 1, 0, 0, 0, 0, , Cluster, , , , , M, US, EDU, 18, 6, 6, 3, 3, 104
"Arteaga, Jaime", @udel.edu, 0, 0, 0, 0, 0, 1, , , , , , IPDPS_17_079, , US, EDU, 9, 2, 2, 0, 0, 13
"Arteca, Ellen", @uwaterloo.ca, 0, 0, 0, 0, 0, 1, , , , , , OOPSLA_17_055, F, CA, EDU, 2, 1, 1, 0, 0, 2
"Arulraj, Joy", @cs.cmu.edu, 0, 0, 0, 0, 0, 1, , , , , , CIDR_17_014, M, US, EDU, 10, 8, 8, 6, 6, 175
"Arulraj, Leo", @cs.wisc.edu, 0, 0, 0, 0, 0, 1, , , , , , VEE_17_009, M, US, EDU, 4, 2, 2, 2, 2, 106
"Arumaithurai, Mayutan", @cs.uni-goettingen.de, 0, 0, 0, 0, 0, 1, , , , , , SIGCOMM_17_035, M, DE, EDU, 64, 11, 9, 11, 8, 387
"Arumugam, Kamesh", , 0, 0, 0, 0, 0, 1, , , , , , ICPP_17_047, , , , , , , , , 
"Arun, Venkat", @unh.newhaven.edu, 0, 0, 0, 0, 0, 1, , , , , , SIGCOMM_17_016, , US, EDU, 8, 3, 3, 1, 1, 25
"Arunkumar, Akhil", @asu.edu, 0, 0, 0, 0, 0, 2, , , , , , "ISCA_17_025, MICRO_17_011", , US, EDU, 8, 3, 3, 1, 1, 40
"Arvind, ", @mit.edu, 0, 0, 0, 0, 0, 1, , , , , , PACT_17_020, , US, EDU, 137, 34, 16, 68, 26, 4154
"Asaad, Sameh", , 0, 0, 0, 0, 0, 1, , , , , , MICRO_17_003, M, , , , , , , , 
